transaction_id,customer_id,product_id,branch_id,rm_id,transaction_date,transaction_type,channel,amount_vnd
2409,149,107,1,2,2026-07-17,Chi tieu the,Quay giao dich,3700000
4866,327,107,7,25,,Phi banca,ATM,900000
3671,61,108,1,4,2026-04-10,Rut tiet kiem,POS,200000000
1018,170,110,1,1,2026-04-30,Giai ngan vay,POS,478000000
3491,163,108,5,16,2025-09-07,Tra no vay,ATM,36000000
3670,150,105,6,21,2026-05-14,Tra no vay,Mobile Banking,79000000
909,387,107,7,23,2025-08-02,Chi tieu the,Quay giao dich,500000
3572,148,108,1,2,2026-01-24,Chi tieu the,ATM,700000
2581,127,110,7,25,2025-07-14,Gui tiet kiem,ATM,206000000
1849,346,106,7,24,2026-05-26,Rut tiet kiem,Quay giao dich,34000000
5892,106,102,9,30,2026-05-11,Giai ngan vay,ATM,286000000
4579,345,107,5,15,2026-04-24,Giai ngan vay,ATM,149000000
2432,64,110,7,22,2026-07-12,Phi banca,Quay giao dich,1300000
5143,305,104,12,40,2026-05-05,Giai ngan vay,POS,110000000
5835,38,110,8,27,2025-08-09,Phi banca,Internet Banking,300000
5146,229,109,5,17,2025-10-10,Phi banca,Quay giao dich,1400000
1882,184,103,2,8,2026-06-22,Rut tiet kiem,Quay giao dich,100000000
5058,146,109,9,29,2026-02-14,Chi tieu the,Internet Banking,2900000
5733,60,104,10,34,2026-07-06,Gui tiet kiem,Internet Banking,329000000
960,126,107,4,14,2026-06-11,Phi banca,POS,1100000
797,330,101,11,36,2026-07-15,Phi banca,Mobile Banking,1000000
540,74,103,7,25,2025-11-08,Rut tiet kiem,Quay giao dich,209000000
260,321,102,4,14,2026-07-13,Chi tieu the,Mobile Banking,2300000
638,252,102,2,7,2025-10-07,Phi banca,Quay giao dich,1900000
4867,366,104,10,35,2025-09-05,Giai ngan vay,ATM,56000000
3781,278,102,10,32,2026-04-09,Phi banca,Mobile Banking,1700000
4405,385,101,6,20,2026-06-30,Gui tiet kiem,Quay giao dich,343000000
4372,102,105,11,39,2026-01-30,Tra no vay,Quay giao dich,41000000
5718,343,103,3,10,2025-10-15,Gui tiet kiem,Mobile Banking,141000000
4516,350,101,3,9,2026-05-30,Giai ngan vay,ATM,1327000000
3360,248,109,4,12,2025-08-22,Rut tiet kiem,POS,33000000
2150,162,102,7,22,2025-10-24,Tra no vay,Mobile Banking,60000000
4006,82,101,8,28,2025-09-11,Chi tieu the,Internet Banking,400000
949,277,101,7,25,2026-05-04,Giai ngan vay,Mobile Banking,-1088000000
901,62,110,12,41,2026-01-16,Chi tieu the,Quay giao dich,4300000
1511,253,104,7,22,2026-02-06,Gui tiet kiem,POS,358000000
3885,49,101,9,31,2026-06-21,Chi tieu the,Internet Banking,3400000
3863,341,108,2,8,2025-11-08,Phi banca,Mobile Banking,200000
3242,203,101,6,19,2025-10-19,Rut tiet kiem,Mobile Banking,261000000
5407,12,108,8,27,2025-07-09,Chi tieu the,ATM,1900000
5659,79,104,10,32,2026-04-04,Rut tiet kiem,POS,205000000
3825,343,106,3,10,2026-05-07,Tra no vay,Quay giao dich,82000000
1517,46,109,11,39,2026-04-25,Chi tieu the,Mobile Banking,2300000
5397,115,108,4,13,2026-05-05,Tra no vay,Internet Banking,68000000
4031,172,105,12,40,2026-07-19,Phi banca,ATM,1600000
5745,367,104,11,38,2026-03-27,Giai ngan vay,Mobile Banking,431000000
3446,203,110,6,19,2026-05-22,Rut tiet kiem,Mobile Banking,124000000
5455,22,104,10,32,2025-08-18,Gui tiet kiem,ATM,189000000
3868,389,109,8,26,2026-04-25,Tra no vay,POS,59000000
670,113,105,5,18,2026-06-06,Phi banca,ATM,1600000
5667,116,104,1,2,2025-10-18,Rut tiet kiem,POS,197000000
5470,171,110,2,6,2026-05-20,Rut tiet kiem,POS,42000000
5352,154,101,10,34,2026-04-07,Tra no vay,POS,79000000
3881,231,109,2,8,2026-06-28,Phi banca,POS,1700000
4116,113,105,5,18,2026-03-03,Rut tiet kiem,POS,121000000
5714,106,105,9,30,2026-05-04,Rut tiet kiem,Internet Banking,178000000
4683,154,109,10,34,2026-04-21,Gui tiet kiem,Internet Banking,460000000
248,215,105,3,9,2025-12-06,Giai ngan vay,ATM,290000000
4695,384,101,8,26,2026-06-22,Giai ngan vay,Quay giao dich,574000000
3049,36,106,3,11,2026-04-13,Gui tiet kiem,POS,101000000
5300,70,103,12,40,2025-11-11,Rut tiet kiem,POS,148000000
1005,3,105,11,37,2026-06-19,Chi tieu the,Mobile Banking,2100000
5200,345,103,5,15,2026-04-13,Gui tiet kiem,POS,289000000
4635,123,106,1,2,2025-08-23,Phi banca,Quay giao dich,200000
1671,296,109,7,25,2025-10-13,Chi tieu the,Internet Banking,800000
1287,84,107,12,42,2026-05-22,Giai ngan vay,POS,1087000000
3630,94,104,4,12,2026-01-28,Tra no vay,Internet Banking,10000000
2973,195,103,2,8,2026-04-30,Giai ngan vay,Mobile Banking,1408000000
2458,307,109,12,40,2026-02-04,Chi tieu the,Quay giao dich,100000
5595,89,105,5,16,2026-04-30,Gui tiet kiem,Internet Banking,120000000
5621,393,110,2,6,2025-12-02,Phi banca,Quay giao dich,500000
4438,167,109,2,7,2026-02-14,Tra no vay,ATM,2000000
2928,295,103,5,18,2026-03-12,Giai ngan vay,ATM,696000000
2021,145,107,1,3,2026-07-19,Phi banca,Internet Banking,1000000
3212,316,107,10,35,2026-06-16,Phi banca,ATM,800000
3356,343,106,3,10,2026-05-02,Rut tiet kiem,Mobile Banking,125000000
1854,175,103,6,19,2025-07-24,Tra no vay,Internet Banking,53000000
2488,9,108,9,29,2025-10-06,Rut tiet kiem,Internet Banking,117000000
3079,99,104,9,30,2025-07-27,Rut tiet kiem,Mobile Banking,118000000
1519,99,103,9,30,2025-09-19,Phi banca,Mobile Banking,500000
4336,327,109,7,25,2025-11-27,Phi banca,Quay giao dich,1100000
1633,94,109,4,12,2026-01-18,Chi tieu the,ATM,4000000
3291,394,108,6,19,2025-12-29,Gui tiet kiem,POS,357000000
5129,317,103,4,13,2026-06-27,Chi tieu the,POS,2200000
2286,79,102,10,32,2026-03-14,Rut tiet kiem,POS,131000000
2886,217,105,5,16,,Giai ngan vay,Mobile Banking,1769000000
1500,31,108,3,11,2026-03-26,Rut tiet kiem,Internet Banking,57000000
4184,184,108,2,8,2025-08-26,Giai ngan vay,Internet Banking,1437000000
3297,162,101,7,22,2026-05-25,Tra no vay,Quay giao dich,50000000
5894,217,106,5,16,2025-08-02,Chi tieu the,Quay giao dich,4900000
5497,264,104,12,40,2025-09-19,Phi banca,Internet Banking,500000
5423,169,105,11,39,2025-07-01,Rut tiet kiem,Mobile Banking,242000000
4370,267,105,8,26,2026-04-28,Rut tiet kiem,Internet Banking,89000000
3283,200,102,4,14,2026-07-15,Phi banca,Quay giao dich,1600000
5304,326,108,4,13,2026-01-27,Chi tieu the,Mobile Banking,4800000
1045,166,102,10,32,2026-05-19,Gui tiet kiem,Internet Banking,86000000
2511,119,104,6,21,2025-11-18,Phi banca,POS,1500000
3392,88,109,5,18,2025-12-24,Gui tiet kiem,ATM,164000000
2380,206,109,1,3,,Gui tiet kiem,Quay giao dich,247000000
4768,224,107,3,9,2025-09-16,Tra no vay,POS,51000000
5174,223,105,7,22,2026-06-30,Tra no vay,Quay giao dich,44000000
5530,255,106,6,20,2025-07-14,Phi banca,POS,300000
681,37,109,12,40,2026-07-08,Giai ngan vay,Internet Banking,1485000000
5866,339,108,9,30,2026-04-12,Rut tiet kiem,Internet Banking,242000000
3304,211,102,9,31,2026-02-26,Gui tiet kiem,Internet Banking,104000000
5193,165,107,7,25,,Phi banca,Quay giao dich,200000
891,207,101,7,22,2026-02-22,Tra no vay,POS,8000000
5207,4,101,6,20,2025-12-29,Giai ngan vay,ATM,1502000000
1725,323,105,1,5,2025-08-18,Gui tiet kiem,POS,125000000
5085,361,102,3,9,,Giai ngan vay,ATM,124000000
5665,336,104,4,14,2026-05-15,Tra no vay,Internet Banking,49000000
3829,203,103,6,19,2026-01-18,Gui tiet kiem,ATM,327000000
3385,227,108,2,8,2026-04-06,Rut tiet kiem,ATM,278000000
4292,179,101,3,10,2025-09-29,Rut tiet kiem,Internet Banking,109000000
3769,296,105,7,25,2026-01-17,Gui tiet kiem,Mobile Banking,245000000
401,31,108,3,11,2025-08-30,Gui tiet kiem,Internet Banking,38000000
2358,300,102,1,2,2025-09-18,Tra no vay,Mobile Banking,24000000
4886,348,110,7,24,2026-07-24,Rut tiet kiem,ATM,135000000
4700,83,108,8,27,2026-07-11,Rut tiet kiem,ATM,74000000
2557,164,107,11,39,2025-12-02,Giai ngan vay,Mobile Banking,1768000000
2681,57,103,8,26,2026-06-10,Tra no vay,Quay giao dich,58000000
3141,374,105,9,30,2026-05-09,Gui tiet kiem,Internet Banking,320000000
1939,244,101,1,2,2026-01-02,Giai ngan vay,Internet Banking,1686000000
593,118,110,5,17,2025-07-22,Chi tieu the,ATM,3000000
3451,57,105,8,26,2025-11-07,Giai ngan vay,Quay giao dich,1164000000
1484,390,109,4,14,2026-07-22,Gui tiet kiem,POS,420000000
441,204,103,2,7,2025-10-29,Chi tieu the,Quay giao dich,3400000
6000,172,101,12,40,2026-01-30,Phi banca,ATM,100000
3258,232,103,4,12,2025-09-05,Giai ngan vay,Mobile Banking,1577000000
1107,249,103,9,30,2026-03-26,Rut tiet kiem,ATM,195000000
53,77,109,8,28,2026-05-10,Gui tiet kiem,Quay giao dich,334000000
3606,376,109,12,41,2026-03-26,Gui tiet kiem,POS,433000000
4265,4,104,6,20,2025-09-24,Phi banca,Internet Banking,400000
5425,215,106,3,9,2026-05-27,Giai ngan vay,ATM,506000000
1240,37,102,12,40,2025-08-29,Tra no vay,Mobile Banking,42000000
5452,115,106,4,13,2025-11-03,Phi banca,Mobile Banking,200000
1937,7,102,4,14,2025-10-21,Rut tiet kiem,ATM,30000000
1648,185,103,6,20,2025-10-29,Chi tieu the,POS,900000
37,328,105,10,33,2026-03-31,Gui tiet kiem,POS,309000000
4846,181,104,11,38,2026-07-03,Chi tieu the,POS,3900000
4570,117,109,9,30,2025-08-30,Rut tiet kiem,Internet Banking,107000000
5789,264,105,12,40,2026-04-26,Phi banca,ATM,1700000
5412,158,104,12,41,2026-03-27,Gui tiet kiem,Mobile Banking,425000000
905,202,102,8,28,2026-05-27,Tra no vay,ATM,85000000
5187,372,103,7,25,2026-06-08,Phi banca,Mobile Banking,-100000
5281,204,105,2,7,2025-08-07,Phi banca,ATM,600000
3458,308,107,10,32,2026-05-26,Rut tiet kiem,Mobile Banking,77000000
2684,3,103,11,37,2025-09-14,Giai ngan vay,Mobile Banking,-995000000
917,12,104,8,27,2025-11-26,Tra no vay,Internet Banking,21000000
4032,105,106,7,22,2026-07-23,Chi tieu the,Quay giao dich,3200000
5943,147,107,5,18,2025-12-22,Giai ngan vay,POS,1398000000
4155,22,105,10,32,2025-08-22,Gui tiet kiem,POS,251000000
1057,175,109,6,19,2025-07-01,Chi tieu the,POS,4200000
43,294,108,7,24,2025-09-15,Chi tieu the,Quay giao dich,4200000
2324,293,101,1,4,2025-07-31,Tra no vay,Mobile Banking,15000000
5066,358,104,6,19,2026-02-11,Giai ngan vay,Internet Banking,1901000000
3820,111,109,3,9,2026-01-02,Chi tieu the,ATM,1900000
5759,157,105,8,26,2026-03-03,Rut tiet kiem,POS,294000000
3082,157,102,8,26,2025-09-08,Giai ngan vay,POS,1515000000
4994,389,108,8,26,2025-09-23,Rut tiet kiem,Quay giao dich,2000000
4830,269,107,8,27,2025-09-09,Giai ngan vay,Mobile Banking,916000000
2965,214,103,1,3,2025-09-09,Gui tiet kiem,POS,457000000
4805,71,102,10,33,2025-07-02,Chi tieu the,POS,2600000
4246,341,104,2,8,2026-05-21,Phi banca,POS,1300000
883,281,101,5,16,2025-11-15,Rut tiet kiem,ATM,52000000
916,66,109,7,24,2025-11-30,Gui tiet kiem,Quay giao dich,260000000
99,291,106,10,35,2025-12-09,Rut tiet kiem,ATM,161000000
3631,310,101,10,32,2025-08-14,Phi banca,Quay giao dich,900000
5254,185,101,6,20,2026-07-07,Tra no vay,ATM,68000000
1995,202,109,8,28,2025-11-22,Chi tieu the,Internet Banking,3200000
4046,108,109,10,33,2026-01-26,Rut tiet kiem,POS,183000000
2782,154,106,10,34,2025-07-12,Chi tieu the,Mobile Banking,1500000
5256,134,107,5,17,2026-05-25,Giai ngan vay,Internet Banking,538000000
36,109,101,2,6,2026-04-28,Rut tiet kiem,POS,188000000
590,270,108,6,19,2026-07-02,Tra no vay,ATM,82000000
3089,339,103,9,30,2026-04-03,Chi tieu the,ATM,3200000
3173,268,110,5,15,2026-01-10,Rut tiet kiem,Mobile Banking,80000000
3471,146,106,9,29,2026-02-15,Gui tiet kiem,ATM,382000000
4233,8,102,9,30,2025-11-28,Gui tiet kiem,ATM,430000000
4140,299,105,8,27,2025-08-01,Giai ngan vay,POS,708000000
3978,119,110,6,21,2025-08-13,Tra no vay,Quay giao dich,57000000
3224,42,103,2,7,2025-08-14,Gui tiet kiem,Mobile Banking,29000000
815,316,107,10,35,2025-08-23,Phi banca,ATM,1700000
4323,149,101,1,2,2025-08-17,Giai ngan vay,Quay giao dich,1761000000
391,30,103,1,5,2025-12-11,Phi banca,ATM,1200000
1834,79,106,10,32,2026-04-14,Tra no vay,POS,60000000
386,364,110,5,15,2026-07-22,Rut tiet kiem,Mobile Banking,196000000
3751,,103,7,22,2025-11-01,Rut tiet kiem,Internet Banking,118000000
1437,170,105,1,1,2025-08-11,Rut tiet kiem,Mobile Banking,247000000
3746,104,107,7,22,2025-08-14,Giai ngan vay,ATM,95000000
3183,357,103,6,19,2026-01-11,Phi banca,ATM,2000000
192,350,108,3,9,2026-04-09,Chi tieu the,Mobile Banking,2100000
1108,116,105,1,2,2025-10-14,Rut tiet kiem,Mobile Banking,62000000
2663,256,107,2,6,2026-02-01,Giai ngan vay,ATM,412000000
2159,312,103,8,28,2025-10-10,Rut tiet kiem,Internet Banking,277000000
3664,66,104,7,24,2026-03-09,Giai ngan vay,ATM,659000000
4559,181,101,11,38,2025-11-26,Gui tiet kiem,ATM,491000000
4792,275,102,1,4,2026-04-17,Tra no vay,Mobile Banking,25000000
12,99,104,9,30,2025-07-30,Gui tiet kiem,Mobile Banking,238000000
4982,48,104,8,27,2025-12-21,Phi banca,POS,800000
143,345,106,5,15,2025-08-08,Rut tiet kiem,POS,161000000
2086,227,107,2,8,2025-09-22,Tra no vay,POS,29000000
1246,90,106,11,36,2026-02-22,Phi banca,Mobile Banking,1700000
96,237,109,1,1,2025-08-07,Phi banca,Internet Banking,1900000
1075,310,107,10,32,2025-10-01,Giai ngan vay,Internet Banking,474000000
5374,300,110,1,2,2026-07-19,Gui tiet kiem,Internet Banking,437000000
2353,369,110,10,33,2026-01-14,Rut tiet kiem,Quay giao dich,242000000
1264,34,102,4,14,2025-07-11,Gui tiet kiem,Quay giao dich,174000000
3800,389,105,8,26,2025-10-25,Phi banca,POS,300000
59,59,102,7,24,2026-07-24,Gui tiet kiem,Mobile Banking,179000000
3950,24,105,11,38,2026-01-22,Gui tiet kiem,Mobile Banking,254000000
1218,160,106,5,17,2025-09-29,Giai ngan vay,ATM,427000000
1094,329,102,12,42,2026-05-06,Rut tiet kiem,Internet Banking,237000000
2032,84,108,12,42,2026-07-23,Rut tiet kiem,ATM,117000000
1462,272,104,2,8,2025-07-21,Tra no vay,Mobile Banking,56000000
1234,261,106,2,8,2026-06-14,Rut tiet kiem,Quay giao dich,235000000
752,138,104,10,35,2026-04-24,Rut tiet kiem,ATM,119000000
553,333,102,2,7,2026-04-02,Phi banca,Quay giao dich,1200000
438,126,105,4,14,2026-02-23,Chi tieu the,ATM,1300000
5573,345,107,5,15,2026-03-06,Gui tiet kiem,POS,394000000
1314,203,103,6,19,2025-12-15,Gui tiet kiem,POS,334000000
1828,28,110,2,6,2025-09-08,Gui tiet kiem,Mobile Banking,21000000
84,264,109,12,40,2026-02-14,Gui tiet kiem,ATM,156000000
1619,8,106,9,30,2026-04-03,Gui tiet kiem,ATM,356000000
4283,146,108,9,29,2025-11-22,Gui tiet kiem,POS,328000000
5034,168,110,5,16,2025-09-29,Tra no vay,ATM,93000000
1956,209,104,4,14,2025-12-28,Phi banca,Internet Banking,1300000
5408,357,108,6,19,2026-03-22,Gui tiet kiem,ATM,43000000
2913,130,101,6,19,2026-07-21,Tra no vay,Mobile Banking,72000000
1787,186,102,9,29,2026-03-01,Chi tieu the,POS,700000
4853,339,105,9,30,2025-08-22,Gui tiet kiem,POS,214000000
5075,93,106,10,32,2025-07-22,Tra no vay,Quay giao dich,47000000
5330,72,107,12,41,2026-05-21,Giai ngan vay,Quay giao dich,1828000000
4133,338,110,5,15,2026-05-25,Rut tiet kiem,POS,228000000
922,379,110,4,12,2025-08-11,Tra no vay,POS,93000000
134,100,101,5,15,2026-05-03,Chi tieu the,POS,4400000
668,60,108,10,34,2026-06-05,Rut tiet kiem,POS,109000000
2454,221,103,2,6,2025-07-08,Rut tiet kiem,Quay giao dich,208000000
3687,,106,12,40,2026-04-29,Rut tiet kiem,Quay giao dich,263000000
4355,159,107,10,34,2025-11-17,Rut tiet kiem,ATM,215000000
2390,242,101,9,31,2026-06-18,Giai ngan vay,POS,1473000000
4422,292,102,7,22,2026-06-28,Chi tieu the,ATM,200000
998,235,104,10,32,2025-08-21,Phi banca,Internet Banking,300000
2223,81,105,1,1,2025-10-17,Chi tieu the,Quay giao dich,1900000
5964,24,106,11,38,2026-05-30,Tra no vay,POS,74000000
247,195,101,2,8,2025-09-26,Chi tieu the,Internet Banking,1200000
5011,333,105,2,7,2025-11-04,Chi tieu the,POS,100000
2829,380,107,9,29,2026-01-12,Chi tieu the,ATM,3200000
5677,219,104,6,19,2025-10-15,Rut tiet kiem,Quay giao dich,179000000
2688,163,102,5,16,2026-07-03,Tra no vay,ATM,51000000
1053,79,109,10,32,2026-01-08,Tra no vay,Quay giao dich,61000000
1365,224,109,3,9,2026-06-25,Gui tiet kiem,ATM,38000000
5427,120,105,4,14,2026-04-26,Chi tieu the,POS,2300000
644,146,107,9,29,2026-04-14,Tra no vay,POS,92000000
4099,312,104,8,28,2025-10-19,Phi banca,Internet Banking,100000
2748,49,109,9,31,2026-04-26,Phi banca,Quay giao dich,800000
4496,344,109,1,3,2025-12-03,Tra no vay,Quay giao dich,26000000
4917,395,106,7,22,2026-06-15,Gui tiet kiem,POS,173000000
5830,80,102,7,25,2025-12-01,Tra no vay,Mobile Banking,73000000
4277,31,109,3,11,2026-01-30,Chi tieu the,Mobile Banking,1900000
5064,114,106,9,31,2026-03-04,Tra no vay,ATM,68000000
4863,,102,7,25,2025-08-06,Tra no vay,Mobile Banking,85000000
326,29,102,8,26,2026-01-04,Giai ngan vay,POS,1607000000
2876,124,108,10,33,2026-01-12,Tra no vay,ATM,23000000
4653,357,102,6,19,2025-08-23,Giai ngan vay,POS,102000000
3343,241,106,10,32,2026-05-16,Tra no vay,POS,89000000
561,329,101,12,42,2025-12-13,Tra no vay,ATM,67000000
5518,180,107,11,39,2026-06-09,Tra no vay,POS,9000000
2375,295,108,5,18,2025-12-12,Phi banca,Mobile Banking,1900000
4546,80,107,7,25,2025-09-03,Tra no vay,ATM,38000000
5683,364,103,5,15,2025-12-26,Giai ngan vay,ATM,774000000
840,38,104,8,27,2026-06-02,Giai ngan vay,Internet Banking,300000000
4821,57,108,8,26,2026-04-05,Tra no vay,Mobile Banking,84000000
4919,319,103,9,31,2026-02-08,Chi tieu the,POS,2800000
3673,22,109,10,32,2026-04-14,Giai ngan vay,POS,99000000
1692,193,103,11,39,2025-07-09,Rut tiet kiem,POS,188000000
5141,394,106,6,19,2026-06-27,Phi banca,Internet Banking,2000000
4825,324,103,3,9,2025-12-09,Phi banca,Internet Banking,1800000
119,233,110,3,10,2026-04-29,Rut tiet kiem,Quay giao dich,198000000
1120,164,109,11,39,2026-02-26,Rut tiet kiem,ATM,34000000
1161,69,110,8,28,2026-05-23,Giai ngan vay,Quay giao dich,1892000000
5024,251,101,5,18,2025-10-06,Gui tiet kiem,POS,297000000
3478,39,105,6,20,2026-01-22,Giai ngan vay,Internet Banking,261000000
3058,7,104,4,14,2025-12-21,Tra no vay,POS,64000000
2609,61,106,1,4,2025-11-23,Gui tiet kiem,Quay giao dich,368000000
1566,116,104,1,2,2026-01-20,Tra no vay,POS,18000000
5831,104,109,7,22,2026-04-10,Rut tiet kiem,Mobile Banking,128000000
541,167,103,2,7,2025-07-14,Giai ngan vay,Quay giao dich,705000000
4902,62,108,12,41,2026-06-02,Phi banca,POS,700000
5422,308,107,10,32,2025-09-03,Chi tieu the,ATM,3100000
1616,349,102,10,33,2026-02-18,Phi banca,ATM,1300000
4883,100,102,5,15,2025-08-09,Rut tiet kiem,Internet Banking,134000000
4933,53,104,12,42,2026-05-15,Giai ngan vay,POS,371000000
4500,281,104,5,16,2026-04-10,Gui tiet kiem,ATM,428000000
5310,233,104,3,10,2026-04-05,Phi banca,Mobile Banking,300000
3879,394,106,6,19,2025-10-09,Chi tieu the,ATM,4400000
1124,340,103,10,34,2025-12-14,Tra no vay,POS,93000000
4992,11,105,3,11,2026-01-22,Tra no vay,Quay giao dich,19000000
4702,207,101,7,22,2025-10-29,Tra no vay,ATM,82000000
799,179,108,3,10,2026-02-25,Tra no vay,POS,94000000
1340,279,103,8,26,2026-01-08,Phi banca,Internet Banking,1200000
3325,214,101,1,3,2026-05-28,Giai ngan vay,ATM,1472000000
5089,151,104,12,42,2025-08-05,Gui tiet kiem,Mobile Banking,410000000
421,351,109,5,16,2026-04-19,Tra no vay,ATM,8000000
2565,336,101,4,14,2025-08-18,Gui tiet kiem,POS,440000000
5057,131,105,11,36,2026-02-10,Rut tiet kiem,Quay giao dich,288000000
2181,36,103,3,11,2026-05-20,Giai ngan vay,Internet Banking,637000000
1190,311,109,4,13,2026-06-07,Gui tiet kiem,ATM,313000000
1376,124,110,10,33,2026-03-24,Tra no vay,Internet Banking,77000000
3195,127,110,7,25,2025-08-24,Tra no vay,Mobile Banking,24000000
4061,348,102,7,24,2025-11-27,Chi tieu the,Quay giao dich,3200000
5018,238,107,4,13,2026-04-30,Phi banca,Mobile Banking,100000
1486,48,106,8,27,2025-11-15,Rut tiet kiem,Quay giao dich,49000000
303,19,110,4,12,2026-07-19,Phi banca,Internet Banking,1600000
1278,178,105,9,29,2026-04-09,Tra no vay,Mobile Banking,58000000
4474,269,108,8,27,2025-12-01,Phi banca,POS,1500000
1832,143,108,6,19,2025-08-29,Phi banca,ATM,700000
5744,378,102,12,42,2026-01-02,Rut tiet kiem,Internet Banking,132000000
5912,50,109,4,12,2025-11-14,Chi tieu the,ATM,4200000
2274,138,105,10,35,2025-08-16,Chi tieu the,Mobile Banking,4900000
1254,199,105,8,27,2025-09-21,Phi banca,Internet Banking,200000
693,3,109,11,37,2026-02-14,Gui tiet kiem,Internet Banking,25000000
3044,26,105,2,6,2025-08-22,Tra no vay,POS,6000000
4780,247,104,8,26,2026-04-04,Gui tiet kiem,POS,282000000
1025,196,106,10,35,2025-09-30,Rut tiet kiem,Quay giao dich,185000000
5950,375,101,7,24,2026-04-19,Giai ngan vay,Internet Banking,525000000
1069,90,102,11,36,2026-03-31,Rut tiet kiem,Quay giao dich,75000000
5836,59,999,7,24,2025-12-30,Gui tiet kiem,POS,330000000
2396,390,104,4,14,2026-05-06,Rut tiet kiem,POS,42000000
3736,364,104,5,15,2025-10-04,Phi banca,ATM,700000
231,71,105,10,33,2026-06-18,Rut tiet kiem,POS,75000000
238,225,110,3,9,2026-03-08,Tra no vay,Internet Banking,52000000
1847,110,103,12,41,2025-12-25,Giai ngan vay,POS,115000000
2361,358,107,6,19,2025-11-08,Gui tiet kiem,POS,363000000
299,291,108,10,35,2026-06-26,Gui tiet kiem,Internet Banking,302000000
1245,,104,2,6,2025-10-16,Gui tiet kiem,Internet Banking,296000000
3618,106,106,9,30,2026-03-24,Chi tieu the,Internet Banking,3400000
3876,369,103,10,33,2025-07-17,Giai ngan vay,Internet Banking,1280000000
2842,334,101,7,24,2026-03-03,Phi banca,Internet Banking,1700000
2399,7,103,4,14,2026-01-17,Rut tiet kiem,Internet Banking,174000000
5629,316,106,10,35,2026-01-17,Tra no vay,Mobile Banking,66000000
2855,349,110,10,33,2026-04-27,Gui tiet kiem,POS,83000000
907,317,107,4,13,2025-08-04,Gui tiet kiem,Quay giao dich,441000000
2891,222,110,7,23,2025-07-27,Giai ngan vay,Quay giao dich,1909000000
3535,261,106,2,8,2026-05-13,Chi tieu the,Mobile Banking,2100000
4090,378,110,12,42,2025-07-13,Phi banca,Internet Banking,1800000
3305,141,108,12,40,2026-01-17,Rut tiet kiem,Quay giao dich,-283000000
2731,46,110,11,39,2025-10-04,Giai ngan vay,Quay giao dich,1016000000
1313,245,106,3,10,2025-09-11,Phi banca,Internet Banking,1100000
1528,203,110,6,19,2026-06-30,Gui tiet kiem,Mobile Banking,270000000
4094,49,108,9,31,2026-02-02,Giai ngan vay,Internet Banking,1831000000
3154,81,101,1,1,2026-07-06,Gui tiet kiem,POS,349000000
46,169,106,11,39,2026-02-10,Giai ngan vay,POS,813000000
1089,317,104,4,13,2025-09-09,Chi tieu the,POS,4700000
2635,177,108,5,17,2026-01-07,Chi tieu the,POS,1800000
736,311,102,4,13,2026-02-06,Giai ngan vay,Mobile Banking,794000000
2800,284,103,12,42,2026-07-05,Gui tiet kiem,Mobile Banking,131000000
4224,81,101,1,1,2026-07-24,Chi tieu the,POS,2800000
5163,144,108,5,16,2025-08-29,Tra no vay,Quay giao dich,56000000
1431,34,104,4,14,2026-02-25,Phi banca,Mobile Banking,1100000
5449,58,110,2,6,2025-12-18,Tra no vay,Quay giao dich,4000000
5235,301,107,12,40,2025-08-14,Phi banca,Internet Banking,1000000
5303,251,110,5,18,2025-08-19,Giai ngan vay,Mobile Banking,1287000000
773,108,104,10,33,2025-07-29,Gui tiet kiem,Mobile Banking,497000000
5737,148,108,1,2,2025-11-06,Rut tiet kiem,Internet Banking,56000000
4750,211,109,9,31,2025-11-07,Tra no vay,POS,33000000
2216,4,103,6,20,2025-11-24,Gui tiet kiem,POS,349000000
2613,278,110,10,32,2026-06-26,Giai ngan vay,POS,1923000000
362,361,102,3,9,2026-04-14,Rut tiet kiem,Mobile Banking,123000000
2736,11,109,3,11,2026-01-17,Gui tiet kiem,Quay giao dich,160000000
4043,240,109,3,11,2025-10-17,Tra no vay,Internet Banking,80000000
5241,11,101,3,11,2026-04-12,Giai ngan vay,Quay giao dich,214000000
4256,153,109,10,33,2026-03-30,Giai ngan vay,Mobile Banking,1390000000
1800,329,102,12,42,2026-04-28,Gui tiet kiem,POS,407000000
1238,105,105,7,22,2026-01-26,Tra no vay,Quay giao dich,36000000
335,167,102,2,7,2026-06-16,Chi tieu the,POS,4900000
4829,344,109,1,3,2026-03-27,Rut tiet kiem,Mobile Banking,70000000
5587,374,104,9,30,2026-01-19,Chi tieu the,POS,200000
5781,356,104,10,33,2025-11-26,Chi tieu the,POS,2800000
3467,213,102,7,23,2026-05-28,Rut tiet kiem,ATM,157000000
4740,313,107,5,18,2025-07-30,Tra no vay,Mobile Banking,90000000
5946,14,104,6,19,2026-02-26,Giai ngan vay,Internet Banking,1138000000
305,259,102,10,34,2025-11-20,Rut tiet kiem,Internet Banking,144000000
4294,352,108,10,35,2026-07-23,Chi tieu the,Mobile Banking,1600000
2840,297,102,3,11,2025-08-11,Tra no vay,POS,21000000
1809,8,109,9,30,2025-10-28,Tra no vay,POS,82000000
2710,49,108,9,31,2026-06-24,Giai ngan vay,ATM,186000000
5198,256,105,2,6,2025-09-05,Phi banca,POS,1000000
1103,325,105,7,24,2026-03-01,Phi banca,ATM,500000
